time,freemem@tsung_controller@ip-172-31-29-234 
0,3507.859375 
10,3509.67578125 
20,3509.67578125 
30,3509.67578125 
40,3509.67578125 
50,3509.67578125 
60,3509.67578125 
70,3509.67578125 
80,3509.67578125 
90,3509.67578125 
100,3509.67578125 
110,3509.67578125 
120,3509.67578125 
130,3509.67578125 
140,3509.67578125 
150,3509.67578125 
160,3509.67578125 
170,3509.67578125 
180,3509.67578125 
190,3509.67578125 
200,3509.67578125 
210,3509.67578125 
220,3509.67578125 
230,3509.67578125 
240,3509.67578125 
250,3509.67578125 
260,3509.67578125 
270,3509.67578125 
280,3509.67578125 
290,3509.67578125 
300,3509.67578125 
310,3509.67578125 
320,3509.67578125 
330,3509.67578125 
340,3509.67578125 
350,3509.67578125 
360,3509.67578125 
370,3509.67578125 
380,3509.67578125 
390,3509.67578125 
400,3509.67578125 
410,3509.67578125 
420,3509.67578125 
430,3509.67578125 
440,3509.67578125 
450,3509.67578125 
460,3509.67578125 
470,3509.67578125 
480,3509.67578125 
490,3509.67578125 
500,3509.67578125 
510,3509.67578125 
520,3509.67578125 
530,3509.67578125 
540,3509.67578125 
550,3509.67578125 
560,3509.67578125 
570,3509.67578125 
580,3509.67578125 
590,3509.67578125 
600,3509.67578125 
610,3509.67578125 
620,3509.67578125 
630,3509.67578125 
640,3509.67578125 
650,3509.67578125 
660,3509.67578125 
670,3509.67578125 
680,3509.67578125 
690,3509.67578125 
700,3509.67578125 
710,3509.67578125 
720,3509.67578125 
730,3509.67578125 
740,3509.67578125 
750,3509.67578125 
760,3509.67578125 
770,3509.67578125 
780,3509.67578125 
790,3509.67578125 
800,3509.67578125 
810,3509.67578125 
820,3509.67578125 
830,3509.67578125 
838,3509.67578125 
