time,sentpackets@tsung_controller@ip-172-31-23-36 
10,172 
20,315 
30,513 
40,841 
50,1104 
60,1476 
70,1476 
80,1476 
90,1476 
100,1619 
110,1746 
120,1746 
130,1978 
140,2062 
150,2311 
160,2311 
170,2311 
180,2311 
190,2867 
200,3347 
210,3709 
220,4339 
230,4500 
240,4619 
250,5105 
260,5208 
270,5387 
280,5717 
290,6798 
300,6798 
310,7228 
320,7968 
330,9006 
340,10308 
350,11045 
360,11352 
370,11895 
380,13408 
390,14528 
400,16671 
410,18156 
420,18739 
430,18739 
440,18942 
450,19087 
460,19753 
470,20982 
480,20982 
490,20982 
500,20982 
510,21057 
520,21057 
530,21057 
540,21805 
550,24621 
560,26862 
570,30073 
580,31414 
590,32250 
600,32766 
610,33808 
620,34167 
630,35053 
640,35365 
650,35781 
660,36279 
670,36686 
