time,load@tsung_controller@ip-172-31-29-234 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.0 
180,0.0 
190,0.0 
200,0.0 
210,0.16015625 
220,0.21875 
230,0.1796875 
240,0.1484375 
250,0.12890625 
260,0.26171875 
270,0.51953125 
280,0.66015625 
290,0.71875 
300,0.98828125 
310,0.98828125 
320,0.921875 
330,1.078125 
340,0.921875 
350,0.76953125 
360,0.9609375 
370,0.890625 
380,0.828125 
390,1.01171875 
400,1.08984375 
410,1.0 
420,1.078125 
430,1.21875 
440,1.1015625 
450,1.1015625 
460,1.30859375 
470,1.1796875 
480,1.30859375 
490,1.26171875 
500,1.30078125 
510,1.328125 
520,1.28125 
530,1.30859375 
540,1.26171875 
550,1.37109375 
560,1.30859375 
570,1.33984375 
580,1.44921875 
590,1.37890625 
600,1.3203125 
610,1.26953125 
620,1.23046875 
630,1.26953125 
640,1.23046875 
650,1.26953125 
660,1.30078125 
670,1.26171875 
680,1.21875 
690,1.1796875 
700,1.23828125 
710,1.19921875 
720,1.171875 
730,1.12890625 
740,1.19140625 
750,1.16015625 
760,1.12890625 
770,0.9609375 
780,0.80859375 
790,0.69140625 
800,0.578125 
810,0.48828125 
