time,sentpackets@tsung_controller@ip-172-31-30-146 
10,89 
20,89 
30,89 
40,89 
50,89 
60,89 
70,89 
80,89 
90,89 
100,89 
110,89 
120,89 
130,89 
140,89 
150,89 
160,89 
170,89 
180,89 
190,89 
200,89 
210,89 
220,89 
230,89 
240,89 
250,89 
260,89 
270,89 
280,89 
290,89 
300,89 
310,89 
320,89 
330,89 
340,89 
350,89 
360,89 
370,89 
380,89 
390,89 
400,89 
410,89 
420,89 
430,89 
440,89 
450,89 
460,89 
470,89 
480,89 
490,89 
500,89 
510,89 
520,89 
530,89 
540,89 
550,89 
560,89 
570,89 
581,89 
590,89 
600,89 
610,89 
620,89 
630,89 
640,89 
650,89 
660,89 
670,89 
680,89 
690,89 
700,89 
710,89 
720,89 
730,89 
740,89 
750,89 
760,89 
770,89 
780,89 
790,89 
800,89 
810,89 
820,89 
830,89 
840,89 
850,89 
860,89 
870,89 
